age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y,year
36.0,blue-collar,divorced,secondary,no,-140.0,yes,no,,26.0,5,222.0,2.0,-1.0,0.0,unknown,no,2022
75.0,retired,divorced,primary,no,852.0,no,no,cellular,15.0,3,341.0,1.0,-1.0,0.0,unknown,no,2022
38.0,blue-collar,single,secondary,no,578.0,yes,no,,21.0,5,112.0,2.0,-1.0,0.0,unknown,no,2022
40.0,blue-collar,married,primary,yes,0.0,yes,no,,6.0,5,64.0,2.0,-1.0,0.0,unknown,no,2022
38.0,services,single,secondary,no,2253.0,yes,no,cellular,13.0,5,937.0,3.0,-1.0,0.0,unknown,yes,2022
34.0,management,single,tertiary,no,1171.0,yes,no,cellular,10.0,7,129.0,1.0,-1.0,0.0,unknown,no,2022
29.0,technician,single,tertiary,no,452.0,yes,no,cellular,11.0,5,59.0,1.0,-1.0,0.0,unknown,no,2022
28.0,admin.,married,secondary,no,-97.0,yes,no,cellular,29.0,1,79.0,1.0,225.0,2.0,success,no,2022
79.0,retired,married,secondary,no,4738.0,no,no,telephone,9.0,7,151.0,5.0,-1.0,0.0,unknown,no,2022
51.0,admin.,divorced,secondary,no,467.0,yes,no,,19.0,5,83.0,1.0,-1.0,0.0,unknown,no,2022
32.0,student,single,tertiary,no,0.0,no,no,cellular,6.0,8,101.0,5.0,3.0,6.0,other,no,2022
36.0,management,married,tertiary,no,495.0,no,no,cellular,5.0,8,157.0,3.0,97.0,2.0,success,yes,2022
38.0,entrepreneur,married,secondary,no,157.0,no,yes,cellular,15.0,5,57.0,11.0,366.0,1.0,other,no,2022
49.0,self-employed,married,secondary,no,358.0,yes,yes,,13.0,5,176.0,3.0,-1.0,0.0,unknown,no,2022
42.0,services,married,secondary,no,292.0,yes,no,cellular,11.0,5,222.0,3.0,-1.0,0.0,unknown,no,2022
43.0,blue-collar,married,primary,no,7343.0,yes,no,,2.0,6,217.0,4.0,-1.0,0.0,unknown,no,2022
34.0,blue-collar,married,secondary,no,-563.0,yes,no,,26.0,5,252.0,1.0,-1.0,0.0,unknown,no,2022
59.0,retired,single,secondary,no,351.0,yes,no,,27.0,5,1063.0,5.0,-1.0,0.0,unknown,yes,2022
35.0,,married,primary,no,365.0,no,no,cellular,29.0,8,41.0,2.0,-1.0,0.0,unknown,no,2022
33.0,blue-collar,single,secondary,no,13494.0,yes,no,,20.0,6,27.0,25.0,-1.0,0.0,unknown,no,2022
34.0,admin.,single,secondary,no,846.0,yes,no,cellular,17.0,4,758.0,2.0,-1.0,0.0,unknown,no,2022
64.0,retired,married,secondary,no,1574.0,no,no,telephone,29.0,7,301.0,3.0,-1.0,0.0,unknown,yes,2022
34.0,entrepreneur,married,tertiary,no,-28.0,yes,no,cellular,16.0,7,574.0,1.0,-1.0,0.0,unknown,no,2022
77.0,retired,married,tertiary,no,0.0,no,no,cellular,16.0,10,847.0,1.0,60.0,1.0,success,yes,2022
57.0,retired,married,primary,no,2927.0,no,yes,telephone,30.0,7,78.0,5.0,-1.0,0.0,unknown,no,2022
30.0,blue-collar,married,secondary,no,501.0,yes,yes,,27.0,5,514.0,1.0,-1.0,0.0,unknown,no,2022
56.0,housemaid,divorced,primary,yes,1238.0,no,no,,5.0,6,1558.0,1.0,-1.0,0.0,unknown,yes,2022
49.0,,married,unknown,no,301.0,no,no,cellular,14.0,8,789.0,2.0,-1.0,0.0,unknown,no,2022
73.0,retired,married,primary,no,1388.0,no,no,cellular,20.0,7,146.0,3.0,190.0,3.0,success,no,2022
39.0,technician,single,secondary,no,102.0,yes,no,cellular,14.0,8,272.0,2.0,-1.0,0.0,unknown,no,2022
57.0,technician,divorced,primary,no,13.0,yes,no,cellular,8.0,5,323.0,2.0,368.0,2.0,failure,no,2022
32.0,self-employed,married,secondary,no,413.0,yes,no,cellular,11.0,7,712.0,2.0,-1.0,0.0,unknown,no,2022
32.0,technician,single,tertiary,no,4665.0,yes,no,,21.0,5,860.0,2.0,-1.0,0.0,unknown,yes,2022
45.0,admin.,married,secondary,no,638.0,yes,no,cellular,20.0,8,75.0,9.0,-1.0,0.0,unknown,no,2022
32.0,blue-collar,married,secondary,no,101.0,yes,no,,19.0,5,191.0,4.0,-1.0,0.0,unknown,no,2022
31.0,management,married,tertiary,no,1224.0,yes,yes,cellular,24.0,7,1441.0,2.0,-1.0,0.0,unknown,yes,2022
49.0,self-employed,married,secondary,no,1103.0,no,no,cellular,12.0,8,428.0,2.0,-1.0,0.0,unknown,no,2022
29.0,services,married,secondary,no,3748.0,no,no,cellular,28.0,5,322.0,3.0,-1.0,0.0,unknown,no,2022
55.0,technician,married,secondary,no,955.0,yes,no,cellular,29.0,1,104.0,1.0,-1.0,0.0,unknown,no,2022
30.0,admin.,married,secondary,no,518.0,yes,no,cellular,8.0,5,127.0,1.0,-1.0,0.0,unknown,no,2022
45.0,services,single,primary,no,1893.0,yes,no,,3.0,6,1259.0,6.0,-1.0,0.0,unknown,yes,2022
39.0,technician,married,tertiary,no,14.0,no,no,cellular,28.0,1,114.0,2.0,-1.0,0.0,unknown,no,2022
36.0,admin.,married,secondary,no,-423.0,yes,yes,,13.0,5,106.0,1.0,-1.0,0.0,unknown,no,2022
33.0,management,married,tertiary,no,3696.0,no,no,cellular,19.0,11,305.0,1.0,182.0,3.0,failure,no,2022
36.0,management,married,tertiary,no,2987.0,yes,no,cellular,12.0,8,307.0,1.0,-1.0,0.0,unknown,yes,2022
31.0,technician,single,secondary,no,433.0,no,no,cellular,11.0,8,1504.0,2.0,-1.0,0.0,unknown,no,2022
36.0,technician,married,unknown,no,756.0,no,no,cellular,11.0,7,396.0,3.0,-1.0,0.0,unknown,no,2022
38.0,technician,single,tertiary,no,0.0,yes,no,cellular,1.0,6,71.0,1.0,-1.0,0.0,unknown,no,2022
33.0,,married,secondary,no,2727.0,no,no,cellular,6.0,8,205.0,3.0,-1.0,0.0,unknown,no,2022
40.0,technician,married,secondary,no,93.0,yes,no,,13.0,5,134.0,2.0,-1.0,0.0,unknown,no,2022
31.0,blue-collar,married,secondary,no,1766.0,no,yes,cellular,5.0,6,166.0,2.0,-1.0,0.0,unknown,yes,2022
39.0,services,married,secondary,no,124.0,yes,no,cellular,31.0,7,81.0,5.0,-1.0,0.0,unknown,no,2022
33.0,admin.,married,tertiary,no,69.0,no,yes,cellular,4.0,5,77.0,2.0,-1.0,0.0,unknown,no,2022
53.0,services,divorced,secondary,no,0.0,no,no,cellular,12.0,3,80.0,2.0,-1.0,0.0,unknown,yes,2022
38.0,management,married,tertiary,no,0.0,yes,no,cellular,13.0,5,537.0,5.0,303.0,2.0,failure,no,2022
59.0,technician,married,secondary,no,259.0,no,no,cellular,15.0,6,415.0,1.0,89.0,1.0,success,yes,2022
55.0,blue-collar,married,primary,no,4103.0,no,no,cellular,19.0,11,291.0,1.0,-1.0,0.0,unknown,no,2022
38.0,technician,single,tertiary,no,744.0,yes,no,cellular,14.0,5,283.0,1.0,288.0,12.0,other,no,2022
48.0,services,married,secondary,no,116.0,yes,no,telephone,20.0,4,70.0,4.0,-1.0,0.0,unknown,no,2022
53.0,blue-collar,married,secondary,no,70.0,yes,no,,5.0,5,611.0,2.0,-1.0,0.0,unknown,no,2022
44.0,admin.,divorced,secondary,no,,no,no,cellular,9.0,2,132.0,3.0,-1.0,0.0,unknown,no,2022
57.0,management,married,tertiary,no,1172.0,no,no,,18.0,6,26.0,1.0,-1.0,0.0,unknown,no,2022
29.0,blue-collar,single,secondary,no,9.0,yes,no,cellular,11.0,5,262.0,3.0,-1.0,0.0,unknown,no,2022
31.0,services,married,secondary,no,428.0,yes,no,,21.0,5,272.0,1.0,-1.0,0.0,unknown,no,2022
35.0,technician,single,tertiary,no,7546.0,yes,no,cellular,28.0,12,137.0,1.0,122.0,3.0,failure,no,2022
31.0,blue-collar,married,primary,no,620.0,no,no,cellular,30.0,3,95.0,1.0,-1.0,0.0,unknown,no,2022
35.0,self-employed,married,tertiary,no,8647.0,no,no,cellular,19.0,11,140.0,2.0,-1.0,0.0,unknown,no,2022
40.0,management,single,secondary,no,192.0,yes,no,,16.0,5,71.0,11.0,-1.0,0.0,unknown,no,2022
39.0,blue-collar,married,secondary,no,0.0,yes,no,cellular,7.0,5,502.0,1.0,7.0,2.0,failure,no,2022
43.0,technician,single,tertiary,no,27733.0,yes,no,,3.0,6,164.0,7.0,-1.0,0.0,unknown,no,2022
44.0,entrepreneur,married,primary,no,276.0,yes,yes,,15.0,5,219.0,1.0,-1.0,0.0,unknown,no,2022
29.0,technician,single,secondary,no,113.0,no,no,cellular,12.0,2,328.0,2.0,183.0,4.0,success,yes,2022
40.0,technician,married,secondary,no,782.0,yes,no,,14.0,5,224.0,2.0,-1.0,0.0,unknown,no,2022
33.0,entrepreneur,married,primary,no,82.0,yes,no,cellular,18.0,11,63.0,2.0,-1.0,0.0,unknown,no,2022
46.0,management,married,tertiary,no,1008.0,no,no,cellular,29.0,8,24.0,13.0,-1.0,0.0,unknown,no,2022
27.0,,single,tertiary,no,6421.0,no,no,telephone,28.0,1,147.0,4.0,-1.0,0.0,unknown,no,2022
26.0,admin.,single,secondary,no,443.0,no,no,cellular,30.0,7,84.0,3.0,-1.0,0.0,unknown,no,2022
41.0,technician,married,secondary,no,351.0,yes,no,cellular,9.0,7,175.0,1.0,-1.0,0.0,unknown,no,2022
34.0,technician,married,tertiary,no,5060.0,yes,no,cellular,21.0,8,12.0,21.0,-1.0,0.0,unknown,no,2022
39.0,technician,single,tertiary,no,-41.0,no,yes,cellular,25.0,8,40.0,15.0,-1.0,0.0,unknown,no,2022
27.0,services,single,secondary,no,-124.0,no,no,cellular,18.0,7,217.0,1.0,-1.0,0.0,unknown,no,2022
31.0,blue-collar,married,secondary,no,79.0,yes,yes,cellular,23.0,7,235.0,11.0,-1.0,0.0,unknown,no,2022
44.0,unemployed,single,secondary,no,3945.0,no,no,cellular,28.0,1,255.0,1.0,-1.0,0.0,unknown,no,2022
55.0,retired,married,tertiary,no,197.0,no,yes,cellular,8.0,7,256.0,1.0,-1.0,0.0,unknown,no,2022
51.0,blue-collar,divorced,primary,no,837.0,no,no,telephone,30.0,7,41.0,2.0,-1.0,0.0,unknown,no,2022
50.0,management,married,tertiary,no,-94.0,no,yes,,25.0,6,75.0,1.0,-1.0,0.0,unknown,no,2022
30.0,services,married,secondary,no,1743.0,yes,no,cellular,5.0,2,192.0,4.0,-1.0,0.0,unknown,no,2022
46.0,technician,married,secondary,no,57.0,no,no,,28.0,5,796.0,1.0,-1.0,0.0,unknown,yes,2022
49.0,admin.,married,secondary,no,635.0,no,no,cellular,25.0,8,220.0,3.0,-1.0,0.0,unknown,no,2022
56.0,retired,married,secondary,no,-113.0,yes,yes,cellular,12.0,8,614.0,2.0,-1.0,0.0,unknown,no,2022
47.0,admin.,divorced,secondary,no,225.0,no,no,cellular,28.0,8,1126.0,4.0,-1.0,0.0,unknown,yes,2022
30.0,admin.,married,secondary,no,124.0,no,no,telephone,16.0,6,161.0,2.0,-1.0,0.0,unknown,no,2022
36.0,entrepreneur,single,secondary,no,475.0,no,no,cellular,25.0,7,141.0,3.0,-1.0,0.0,unknown,no,2022
40.0,management,married,tertiary,no,-7.0,no,yes,telephone,25.0,7,697.0,1.0,-1.0,0.0,unknown,no,2022
37.0,technician,single,secondary,yes,375.0,no,no,,9.0,6,223.0,2.0,-1.0,0.0,unknown,no,2022
42.0,admin.,divorced,secondary,no,936.0,no,no,cellular,30.0,1,931.0,1.0,-1.0,0.0,unknown,yes,2022
45.0,technician,married,secondary,no,1415.0,yes,no,cellular,17.0,11,483.0,1.0,116.0,1.0,failure,no,2022
34.0,unemployed,single,secondary,no,0.0,no,no,cellular,17.0,11,63.0,2.0,-1.0,0.0,unknown,no,2022
27.0,admin.,single,secondary,no,3638.0,no,no,cellular,11.0,7,271.0,5.0,-1.0,0.0,unknown,no,2022
30.0,blue-collar,married,secondary,no,-99.0,yes,no,cellular,15.0,5,144.0,5.0,-1.0,0.0,unknown,no,2022
32.0,technician,married,secondary,no,167.0,yes,yes,cellular,8.0,8,79.0,3.0,-1.0,0.0,unknown,no,2022
46.0,housemaid,married,primary,no,19.0,yes,no,telephone,21.0,7,171.0,1.0,-1.0,0.0,unknown,no,2022
29.0,self-employed,married,tertiary,no,242.0,yes,no,cellular,18.0,7,73.0,4.0,-1.0,0.0,unknown,no,2022
53.0,,married,unknown,no,13.0,no,no,telephone,28.0,1,69.0,1.0,-1.0,0.0,unknown,no,2022
32.0,technician,married,secondary,no,286.0,no,no,cellular,20.0,4,60.0,1.0,343.0,4.0,failure,no,2022
49.0,unemployed,married,secondary,no,769.0,yes,no,,14.0,5,257.0,1.0,-1.0,0.0,unknown,no,2022
35.0,management,married,tertiary,no,93.0,no,no,cellular,4.0,5,198.0,2.0,88.0,1.0,other,no,2022
38.0,blue-collar,married,secondary,no,1663.0,yes,no,cellular,13.0,4,217.0,3.0,327.0,1.0,failure,no,2022
39.0,entrepreneur,married,primary,no,238.0,yes,yes,cellular,19.0,11,134.0,1.0,-1.0,0.0,unknown,no,2022
34.0,technician,single,secondary,no,2178.0,yes,no,cellular,26.0,5,41.0,1.0,-1.0,0.0,unknown,no,2022
42.0,blue-collar,married,primary,no,792.0,yes,yes,cellular,19.0,11,611.0,2.0,175.0,12.0,other,no,2022
35.0,blue-collar,single,unknown,no,871.0,yes,no,,6.0,6,216.0,3.0,-1.0,0.0,unknown,no,2022
60.0,admin.,married,secondary,no,1025.0,no,no,cellular,6.0,8,388.0,8.0,-1.0,0.0,unknown,no,2022
57.0,technician,divorced,secondary,no,63.0,yes,no,,5.0,5,242.0,1.0,-1.0,0.0,unknown,no,2022
31.0,blue-collar,single,secondary,no,16.0,no,no,cellular,7.0,7,387.0,1.0,-1.0,0.0,unknown,no,2022
29.0,management,single,secondary,no,417.0,no,no,cellular,7.0,10,90.0,1.0,-1.0,0.0,unknown,no,2022
41.0,services,married,secondary,no,3992.0,yes,no,telephone,20.0,11,281.0,2.0,-1.0,0.0,unknown,no,2022
46.0,blue-collar,married,primary,no,2749.0,yes,no,cellular,17.0,11,332.0,1.0,-1.0,0.0,unknown,no,2022
33.0,technician,married,secondary,no,133.0,no,no,cellular,4.0,5,218.0,1.0,-1.0,0.0,unknown,yes,2022
32.0,blue-collar,single,secondary,no,1721.0,yes,no,,21.0,5,650.0,2.0,-1.0,0.0,unknown,no,2022
54.0,management,divorced,tertiary,no,2171.0,yes,yes,telephone,18.0,11,1034.0,1.0,-1.0,0.0,unknown,yes,2022
37.0,services,married,secondary,no,4760.0,yes,no,cellular,8.0,5,182.0,2.0,169.0,2.0,failure,no,2022
32.0,technician,single,secondary,no,2979.0,no,no,cellular,25.0,5,156.0,1.0,-1.0,0.0,unknown,no,2022
43.0,management,married,tertiary,no,690.0,yes,no,cellular,6.0,8,171.0,3.0,-1.0,0.0,unknown,no,2022
50.0,blue-collar,divorced,secondary,no,203.0,yes,no,telephone,19.0,11,265.0,1.0,127.0,4.0,other,no,2022
34.0,blue-collar,married,secondary,no,322.0,yes,no,cellular,20.0,4,10.0,3.0,-1.0,0.0,unknown,no,2022
31.0,admin.,divorced,secondary,no,1210.0,no,no,cellular,16.0,7,350.0,1.0,-1.0,0.0,unknown,no,2022
43.0,self-employed,married,secondary,no,634.0,yes,no,cellular,17.0,11,65.0,1.0,131.0,1.0,failure,no,2022
49.0,entrepreneur,married,secondary,no,273.0,no,no,cellular,23.0,7,58.0,1.0,-1.0,0.0,unknown,no,2022
22.0,student,single,unknown,no,47.0,no,no,cellular,3.0,7,69.0,3.0,-1.0,0.0,unknown,no,2022
35.0,management,married,tertiary,no,1100.0,no,yes,cellular,29.0,1,127.0,2.0,-1.0,0.0,unknown,no,2022
56.0,admin.,married,secondary,no,0.0,yes,no,telephone,19.0,11,154.0,2.0,-1.0,0.0,unknown,no,2022
53.0,blue-collar,married,secondary,no,0.0,no,no,telephone,31.0,7,36.0,4.0,-1.0,0.0,unknown,no,2022
54.0,entrepreneur,married,tertiary,no,1544.0,no,yes,cellular,5.0,2,85.0,7.0,196.0,3.0,failure,no,2022
32.0,services,single,unknown,no,6145.0,yes,no,cellular,14.0,5,362.0,1.0,287.0,13.0,failure,no,2022
41.0,self-employed,married,secondary,no,28.0,yes,no,cellular,11.0,5,49.0,1.0,-1.0,0.0,unknown,no,2022
40.0,blue-collar,married,secondary,no,1012.0,yes,no,cellular,6.0,5,410.0,1.0,-1.0,0.0,unknown,no,2022
33.0,blue-collar,married,primary,no,245.0,yes,yes,cellular,8.0,5,253.0,3.0,-1.0,0.0,unknown,no,2022
33.0,management,single,tertiary,no,1998.0,no,no,cellular,19.0,11,570.0,1.0,-1.0,0.0,unknown,no,2022
34.0,blue-collar,married,secondary,no,3990.0,yes,no,cellular,24.0,7,633.0,7.0,-1.0,0.0,unknown,no,2022
36.0,services,married,secondary,no,1328.0,yes,no,,6.0,6,82.0,4.0,-1.0,0.0,unknown,no,2022
34.0,entrepreneur,married,tertiary,no,412.0,yes,yes,cellular,8.0,7,164.0,1.0,-1.0,0.0,unknown,no,2022
55.0,management,married,primary,no,229.0,no,yes,,9.0,6,175.0,3.0,-1.0,0.0,unknown,no,2022
28.0,student,single,tertiary,no,1562.0,no,no,cellular,15.0,2,659.0,4.0,-1.0,0.0,unknown,yes,2022
29.0,admin.,single,secondary,no,3432.0,yes,no,cellular,17.0,4,139.0,2.0,-1.0,0.0,unknown,no,2022
31.0,admin.,single,secondary,no,144.0,yes,no,,4.0,7,43.0,11.0,-1.0,0.0,unknown,no,2022
52.0,management,married,tertiary,no,1339.0,yes,no,cellular,22.0,8,343.0,5.0,-1.0,0.0,unknown,no,2022
54.0,services,married,unknown,no,386.0,no,yes,cellular,19.0,11,74.0,1.0,152.0,1.0,success,no,2022
43.0,blue-collar,married,primary,no,7727.0,yes,no,,15.0,5,302.0,8.0,-1.0,0.0,unknown,no,2022
55.0,entrepreneur,married,secondary,no,204.0,no,no,cellular,14.0,7,455.0,13.0,-1.0,0.0,unknown,no,2022
28.0,blue-collar,divorced,unknown,no,101.0,yes,no,,28.0,5,126.0,4.0,-1.0,0.0,unknown,no,2022
45.0,unemployed,divorced,secondary,no,728.0,yes,yes,cellular,18.0,11,107.0,1.0,-1.0,0.0,unknown,no,2022
45.0,entrepreneur,married,primary,no,2418.0,yes,no,,14.0,5,120.0,1.0,-1.0,0.0,unknown,no,2022
51.0,management,married,tertiary,no,2934.0,yes,no,cellular,18.0,11,727.0,4.0,-1.0,0.0,unknown,no,2022
42.0,technician,single,secondary,no,0.0,yes,no,,7.0,5,275.0,4.0,-1.0,0.0,unknown,no,2022
43.0,,single,unknown,no,181.0,no,no,telephone,28.0,1,41.0,1.0,-1.0,0.0,unknown,no,2022
34.0,management,married,tertiary,no,176.0,no,no,cellular,18.0,8,61.0,4.0,-1.0,0.0,unknown,no,2022
36.0,blue-collar,married,primary,no,49.0,yes,no,cellular,15.0,5,232.0,2.0,365.0,5.0,other,no,2022
37.0,blue-collar,married,secondary,no,,yes,no,cellular,10.0,7,214.0,1.0,-1.0,0.0,unknown,no,2022
50.0,blue-collar,married,secondary,no,372.0,yes,no,telephone,11.0,5,21.0,1.0,-1.0,0.0,unknown,no,2022
42.0,management,divorced,unknown,no,7702.0,no,no,cellular,16.0,2,138.0,2.0,-1.0,0.0,unknown,yes,2022
34.0,blue-collar,single,primary,no,464.0,yes,no,cellular,18.0,5,173.0,1.0,299.0,2.0,other,no,2022
48.0,management,married,secondary,no,117.0,yes,no,cellular,16.0,4,635.0,1.0,-1.0,0.0,unknown,no,2022
47.0,admin.,married,secondary,no,104.0,yes,yes,cellular,14.0,7,77.0,2.0,-1.0,0.0,unknown,no,2022
40.0,management,married,tertiary,no,1041.0,yes,no,,12.0,6,73.0,1.0,-1.0,0.0,unknown,no,2022
37.0,management,married,tertiary,no,539.0,no,no,cellular,18.0,1,540.0,2.0,115.0,3.0,failure,no,2022
38.0,blue-collar,married,primary,no,0.0,yes,no,,3.0,6,179.0,2.0,-1.0,0.0,unknown,no,2022
29.0,technician,single,tertiary,no,406.0,yes,no,cellular,17.0,7,119.0,1.0,-1.0,0.0,unknown,no,2022
46.0,blue-collar,married,primary,no,2558.0,yes,no,telephone,20.0,11,107.0,1.0,167.0,1.0,other,no,2022
26.0,blue-collar,married,secondary,no,484.0,yes,no,,19.0,5,48.0,2.0,-1.0,0.0,unknown,no,2022
30.0,services,single,tertiary,no,3516.0,yes,no,,29.0,5,447.0,4.0,-1.0,0.0,unknown,no,2022
42.0,blue-collar,married,secondary,no,5639.0,yes,no,cellular,17.0,7,430.0,2.0,-1.0,0.0,unknown,no,2022
42.0,management,single,tertiary,no,100.0,no,no,cellular,7.0,8,64.0,2.0,-1.0,0.0,unknown,no,2022
31.0,admin.,single,secondary,no,1306.0,yes,no,,28.0,5,217.0,5.0,-1.0,0.0,unknown,no,2022
37.0,management,single,tertiary,no,815.0,yes,no,cellular,7.0,5,77.0,1.0,-1.0,0.0,unknown,no,2022
26.0,blue-collar,married,secondary,no,245.0,yes,no,,26.0,5,16.0,11.0,-1.0,0.0,unknown,no,2022
54.0,blue-collar,married,unknown,no,191.0,no,no,cellular,4.0,8,753.0,2.0,-1.0,0.0,unknown,no,2022
70.0,retired,married,secondary,no,2815.0,no,no,cellular,26.0,4,125.0,2.0,182.0,1.0,failure,no,2022
29.0,self-employed,single,secondary,no,3672.0,yes,yes,,28.0,5,1210.0,1.0,-1.0,0.0,unknown,no,2022
50.0,services,married,secondary,no,1572.0,yes,no,cellular,9.0,7,185.0,1.0,-1.0,0.0,unknown,no,2022
60.0,unemployed,divorced,secondary,no,385.0,yes,no,cellular,4.0,2,80.0,1.0,-1.0,0.0,unknown,no,2022
32.0,technician,single,secondary,no,29.0,no,no,cellular,19.0,8,156.0,2.0,-1.0,0.0,unknown,no,2022
32.0,technician,married,secondary,no,84.0,no,yes,cellular,29.0,7,403.0,3.0,-1.0,0.0,unknown,no,2022
34.0,self-employed,single,tertiary,no,876.0,yes,no,cellular,17.0,11,145.0,2.0,-1.0,0.0,unknown,no,2022
48.0,services,single,primary,no,1499.0,yes,no,cellular,12.0,5,17.0,7.0,-1.0,0.0,unknown,no,2022
25.0,student,married,tertiary,no,0.0,yes,no,cellular,9.0,7,160.0,1.0,-1.0,0.0,unknown,no,2022
32.0,management,married,secondary,no,6217.0,yes,yes,cellular,18.0,11,486.0,2.0,181.0,2.0,failure,no,2022
32.0,blue-collar,married,primary,no,329.0,yes,no,cellular,3.0,2,321.0,1.0,-1.0,0.0,unknown,no,2022
47.0,admin.,divorced,secondary,no,162.0,yes,no,,9.0,5,203.0,4.0,-1.0,0.0,unknown,no,2022
32.0,technician,married,unknown,no,14533.0,no,no,cellular,31.0,12,646.0,3.0,198.0,2.0,success,no,2022
49.0,management,single,tertiary,no,151.0,yes,no,cellular,8.0,7,97.0,3.0,-1.0,0.0,unknown,yes,2022
53.0,services,married,secondary,no,-2.0,yes,yes,cellular,16.0,4,144.0,2.0,-1.0,0.0,unknown,no,2022
41.0,blue-collar,single,unknown,no,4684.0,no,no,,20.0,6,30.0,6.0,-1.0,0.0,unknown,no,2022
47.0,management,divorced,tertiary,no,1149.0,no,yes,cellular,15.0,7,82.0,2.0,-1.0,0.0,unknown,no,2022
35.0,blue-collar,married,primary,no,11.0,yes,no,,13.0,5,326.0,4.0,-1.0,0.0,unknown,no,2022
33.0,management,single,secondary,no,8004.0,no,no,cellular,19.0,11,414.0,3.0,-1.0,0.0,unknown,no,2022
49.0,blue-collar,married,primary,no,1019.0,yes,no,cellular,16.0,4,285.0,5.0,-1.0,0.0,unknown,no,2022
46.0,management,divorced,tertiary,no,1297.0,no,no,cellular,11.0,8,716.0,3.0,-1.0,0.0,unknown,yes,2022
29.0,management,divorced,tertiary,no,415.0,yes,yes,,28.0,5,449.0,4.0,-1.0,0.0,unknown,no,2022
58.0,self-employed,married,primary,no,671.0,yes,no,,17.0,6,16.0,3.0,-1.0,0.0,unknown,no,2022
40.0,admin.,single,secondary,no,2378.0,yes,no,,2.0,6,65.0,1.0,-1.0,0.0,unknown,no,2022
34.0,management,married,tertiary,no,417.0,yes,no,cellular,18.0,11,138.0,1.0,-1.0,0.0,unknown,no,2022
60.0,retired,married,primary,no,71.0,no,no,cellular,10.0,7,121.0,3.0,-1.0,0.0,unknown,no,2022
43.0,management,married,tertiary,no,1188.0,no,no,cellular,27.0,5,140.0,2.0,-1.0,0.0,unknown,no,2022
50.0,blue-collar,married,primary,no,8139.0,yes,no,cellular,18.0,8,256.0,6.0,-1.0,0.0,unknown,no,2022
33.0,blue-collar,married,secondary,no,249.0,yes,no,cellular,31.0,7,61.0,4.0,-1.0,0.0,unknown,no,2022
37.0,blue-collar,married,primary,no,689.0,yes,no,cellular,14.0,7,367.0,2.0,-1.0,0.0,unknown,no,2022
55.0,self-employed,married,secondary,no,203.0,yes,no,telephone,14.0,5,9.0,5.0,174.0,12.0,other,no,2022
45.0,blue-collar,single,primary,yes,-183.0,no,yes,cellular,15.0,7,395.0,4.0,-1.0,0.0,unknown,no,2022
47.0,blue-collar,married,primary,no,3451.0,no,yes,cellular,21.0,11,125.0,2.0,-1.0,0.0,unknown,no,2022
58.0,technician,married,secondary,no,116.0,no,no,,16.0,6,580.0,3.0,-1.0,0.0,unknown,no,2022
36.0,services,married,secondary,no,1746.0,yes,no,cellular,7.0,4,15.0,1.0,316.0,1.0,failure,no,2022
55.0,technician,married,secondary,no,0.0,yes,no,,30.0,5,119.0,2.0,-1.0,0.0,unknown,no,2022
31.0,blue-collar,married,secondary,no,,yes,no,,20.0,5,26.0,2.0,-1.0,0.0,unknown,no,2022
38.0,technician,married,secondary,no,821.0,yes,yes,cellular,17.0,11,224.0,2.0,180.0,1.0,failure,no,2022
42.0,blue-collar,married,secondary,no,130.0,yes,no,,29.0,5,285.0,1.0,-1.0,0.0,unknown,no,2022
32.0,management,divorced,tertiary,no,1.0,yes,no,,8.0,5,399.0,4.0,-1.0,0.0,unknown,no,2022
39.0,blue-collar,married,secondary,no,8.0,no,no,cellular,30.0,7,88.0,3.0,-1.0,0.0,unknown,no,2022
41.0,technician,married,secondary,no,55.0,yes,no,cellular,6.0,8,185.0,4.0,-1.0,0.0,unknown,no,2022
59.0,blue-collar,married,primary,no,699.0,no,no,cellular,28.0,1,98.0,1.0,154.0,6.0,failure,no,2022
42.0,unemployed,divorced,secondary,no,759.0,no,no,cellular,28.0,1,97.0,1.0,169.0,3.0,failure,no,2022
33.0,blue-collar,married,secondary,no,687.0,yes,no,cellular,14.0,5,72.0,2.0,370.0,1.0,failure,no,2022
53.0,retired,married,secondary,no,4968.0,no,no,cellular,6.0,5,109.0,1.0,87.0,2.0,failure,no,2022
43.0,blue-collar,married,primary,no,1211.0,yes,no,,6.0,5,208.0,3.0,-1.0,0.0,unknown,no,2022
39.0,self-employed,single,tertiary,no,426.0,no,no,,18.0,6,1029.0,1.0,-1.0,0.0,unknown,yes,2022
27.0,entrepreneur,single,secondary,no,376.0,yes,yes,cellular,5.0,5,273.0,1.0,-1.0,0.0,unknown,no,2022
39.0,management,married,tertiary,no,12.0,yes,no,,23.0,5,130.0,1.0,-1.0,0.0,unknown,no,2022
27.0,blue-collar,single,secondary,no,23.0,no,no,cellular,26.0,2,590.0,2.0,-1.0,0.0,unknown,no,2022
33.0,admin.,married,secondary,no,353.0,yes,no,cellular,19.0,11,107.0,2.0,-1.0,0.0,unknown,no,2022
29.0,services,divorced,secondary,no,330.0,yes,no,,12.0,5,88.0,2.0,-1.0,0.0,unknown,no,2022
33.0,management,divorced,tertiary,no,0.0,no,no,cellular,13.0,8,305.0,2.0,-1.0,0.0,unknown,no,2022
